"6_yr_median_earnings","10_yr_median_earnings","school_name","unitid","total_enrollment"
36574,41010,Marshalltown Community College,153922,1707
53375,62234,Mercy College of Health Sciences,153977,911
47687,55494,Morningside University,154004,2249
52871,60787,Mount Mercy University,154013,1526
33397,35404,Ashford University,154022,34190
39491,43462,North Iowa Area Community College,154059,2479
47222,55177,University of Northern Iowa,154095,8945
46731,49802,Northwestern College,154101,1650
38805,41306,Northeast Iowa Community College,154110,4355
49635,50776,Northwest Iowa Community College,154129,1811
0,0,Des Moines University-Osteopathic Medical Center,154156,1526
40025,59483,Palmer College of Chiropractic,154174,2178
26492,31330,PCI Academy-Ames,154208,126
51616,59531,Saint Ambrose University,154235,2747
54850,61033,St Luke's College,154262,196
19736,23303,La James International College-Davenport,154332,96
49946,59274,Simpson College,154350,1151
34355,36882,Southeastern Community College,154378,2476
36878,40129,Southwestern Community College,154396,1581
27848,26932,Capri College-Davenport,154448,146
21111,26654,Iowa School of Beauty-Sioux City,154457,13
26909,17349,SOHO Hair Academy,154466,30
48776,52766,Upper Iowa University,154493,3072
50515,51165,Waldorf University,154518,2763
48795,56201,Wartburg College,154527,1444
0,0,Wartburg Theological Seminary,154536,186
10696,20955,The Salon Professional Academy-Cedar Falls,154545,94
35639,40473,Western Iowa Tech Community College,154572,5150
40189,48936,William Penn University,154590,1473
36480,40059,Allen County Community College,154642,2092
54747,63855,Baker University,154688,2105
36095,40428,Barton County Community College,154697,4269
45000,53175,Benedictine College,154712,2362
40805,49694,Bethany College,154721,744
40808,49898,Bethel College-North Newton,154749,497
35102,41206,Butler Community College,154800,6697
37685,44468,Central Christian College of Kansas,154855,571
34705,39883,Cloud County Community College,154907,1652
30267,35246,Coffeyville Community College,154925,1474
38878,41889,Colby Community College,154934,1380
33469,37723,Cowley County Community College,154952,2230
35682,45427,Dodge City Community College,154998,1670
34791,35715,Donnelly College,155007,358
41389,47601,Emporia State University,155025,5324
43014,47007,Flint Hills Technical College,155052,1610
44428,48928,Fort Hays State University,155061,12949
35820,36355,Barclay College,155070,169
42960,52113,Friends University,155089,1724
30641,37213,Fort Scott Community College,155098,1499
34493,41704,Garden City Community College,155104,1914
28425,37043,Haskell Indian Nations University,155140,727
24139,23712,Hays Academy of Hair Design,155159,72
46707,47495,Hesston College,155177,325
35580,41291,Highland Community College,155186,2339
36892,43470,Hutchinson Community College,155195,4960
29674,34941,Independence Community College,155201,809
39003,45387,Johnson County Community College,155210,16497
33845,35242,Concorde Career College-Kansas City,155283,577
34617,40795,Kansas City Kansas Community College,155292,4676
0,0,Kansas Christian College,155308,188
51217,61945,University of Kansas,155317,26708
47051,55041,Newman University,155335,2848
14124,21295,Old Town Barber College-Wichita,155353,76
49330,57262,Kansas State University,155399,19722
44811,51152,Kansas Wesleyan University,155414,859
42881,49774,Washburn Institute of Technology,155423,1157
35424,37818,Labette Community College,155450,1425
44928,51864,Manhattan Area Technical College,155487,909
40023,48860,Manhattan Christian College,155496,132
41446,52084,McPherson College,155511,822
57433,62972,MidAmerica Nazarene University,155520,1508
36917,45966,Neosho County Community College,155566,1638
41498,46928,North Central Kansas Technical College,155593,999
36392,38616,Northwest Kansas Technical College,155618,666
49139,55552,Ottawa University-Ottawa,155627,953
49139,55552,Ottawa University-Kansas City,155636,468
43793,50579,Pittsburg State University,155681,5858
44798,51892,Pratt Community College,155715,1202
54827,59483,University of Saint Mary,155812,1267
39065,42175,Salina Area Technical College,155830,855
37298,41445,Seward County Community College,155858,1663
48034,55646,Southwestern College,155900,1174
40722,45846,Sterling College,155937,706
42896,54058,Tabor College,155973,637
42881,49774,Washburn University,156082,5460
37617,38679,Wichita State University-Campus of Applied Sciences and Technology,156107,5021
44043,51532,Wichita State University,156125,16216
29006,34101,Wichita Technical Institute,156134,907
35174,40573,Alice Lloyd College,156189,565
35563,42368,Asbury University,156213,1650
0,0,Asbury Theological Seminary,156222,1747
30330,34504,Ashland Community and Technical College,156231,2515
49819,62069,Bellarmine University,156286,2970
35676,43150,Berea College,156295,1432
19150,20392,PJ's College of Cosmetology-Bowling Green,156310,279
32195,34242,Southcentral Kentucky Community and Technical College,156338,4732
39897,45500,Brescia University,156356,646
34639,41583,Campbellsville University,156365,11775
32081,36343,Bluegrass Community and Technical College,156392,10318
50073,66240,Centre College,156408,1357
35559,41623,Clear Creek Baptist Bible College,156417,147
21361,23207,Paul Mitchell the School-Lexington,156426,172
58951,61480,Galen College of Nursing-Louisville,156471,4443
39046,45036,University of the Cumberlands,156541,18053
38611,45795,Eastern Kentucky University,156620,14324
32562,36143,Elizabethtown Community and Technical College,156648,5648
0,0,Frontier Nursing University,156727,2335
40393,52074,Georgetown College,156745,1548
16280,18537,PJ's College of Cosmetology-Glasgow,156754,44
26147,29868,Hazard Community and Technical College,156790,2556
24238,28449,Paul Mitchell the School-Louisville,156842,193
31551,35714,Henderson Community College,156851,1506
32645,36323,Hopkinsville Community College,156860,2028
32950,38171,Jefferson Community and Technical College,156921,12053
18903,24148,Summit Salon Academy-Lexington,156967,96
26172,28188,American National University-Pikeville,157021,296
21778,21256,Kentucky Mountain Bible College,157030,78
29640,36382,Kentucky State University,157058,1726
35895,46747,Kentucky Wesleyan College,157076,813
47266,59025,University of Kentucky,157085,31547
39921,42375,Kentucky Christian University,157100,629
0,0,Lexington Theological Seminary,157207,90
34861,41129,Lindsey Wilson College,157216,3159
46571,53899,University of Louisville,157289,22017
0,0,Louisville Presbyterian Theological Seminary,157298,100
31257,35733,Madisonville Community College,157304,3493
27631,32194,Maysville Community and Technical College,157331,3974
40738,44246,Midway University,157377,1441
37131,43197,Morehead State University,157386,8807
38473,44737,Murray State University,157401,9479
34492,36147,Gateway Community and Technical College,157438,4440
42105,50220,Northern Kentucky University,157447,15801
29823,34891,West Kentucky Community and Technical College,157483,5309
34508,48231,University of Pikeville,157535,2434
28106,32954,Big Sandy Community and Technical College,157553,2576
20215,23921,Empire Beauty School-Chenoweth,157614,89
19897,24022,Empire Beauty School-Elizabethtown,157650,106
19174,24397,Empire Beauty School-Dixie,157669,78
19338,23925,Empire Beauty School-Florence,157678,95
27858,30787,Somerset Community College,157711,5529
26999,29482,Southeast Kentucky Community & Technical College,157739,2625
0,0,The Southern Baptist Theological Seminary,157748,4266
42870,49438,Spalding University,157757,1532
34516,38008,Sullivan University,157793,2309
47148,59384,Thomas More University,157809,1958
40447,54705,Transylvania University,157818,979
36529,42002,Union College,157863,970
38156,43889,Western Kentucky University,157951,16493
29573,29558,Central Louisiana Technical Community College,158088,1226
24889,29935,Ayers Career College,158246,128
69636,75071,Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,158325,110
26552,34502,Bossier Parish Community College,158431,6312
42821,50330,Centenary College of Louisiana,158477,556
0,18603,Cloyd's Beauty School 1 Inc,158538,59
22089,22407,Crescent City Bartending School,158617,636
27129,33305,Delgado Community College,158662,12377
19236,0,Avery James College,158778,64
19304,18298,Denham Springs Beauty School,158787,61
28507,39196,Dillard University,158802,1224
32367,35343,Nunez Community College,158884,2393
25589,41109,Grambling State University,159009,5058
21584,16792,Belbo Beauty Institute,159027,43
56551,68342,ITI Technical College,159197,505
26021,17985,John Jay Beauty College,159328,98
74290,78495,Louisiana State University Health Sciences Center-New Orleans,159373,2740
37284,42205,Louisiana State University-Alexandria,159382,4289
49218,61251,Louisiana State University and Agricultural & Mechanical College,159391,37348
30715,36498,Louisiana State University-Eunice,159407,3038
38467,47477,Louisiana State University-Shreveport,159416,8721
21857,25903,Aveda Arts & Sciences Institute-Baton Rouge,159513,183
19975,23904,Aveda Arts & Sciences Institute-Lafayette,159522,170
17790,16539,Louisiana Academy of Beauty,159531,27
40615,51700,Louisiana Christian University,159568,1026
18228,26459,Opelousas School of Cosmetology,159601,30
44903,52279,Louisiana Tech University,159647,10839
34092,52927,Loyola University New Orleans,159656,4397
38713,46453,McNeese State University,159717,6230
38410,47872,University of New Orleans,159939,7111
0,0,New Orleans Baptist Theological Seminary,159948,1855
38829,45454,Nicholls State University,159966,5883
40430,46769,University of Louisiana at Monroe,159993,8398
31084,32503,Northwest Louisiana Technical Community College,160010,970
39485,47021,Northwestern State University of Louisiana,160038,9389
46296,49316,University of Holy Cross,160065,1122
55851,59419,Franciscan Missionaries of Our Lady University,160074,1228
19184,20239,Pat Goins Beauty Schools formerly Paul Mitchell the School-Shreveport,160117,182
0,22002,Celebrity Stylist Beauty School,160126,37
17263,19411,Pineville Beauty School,160199,41
24647,30334,Aveda Arts & Sciences Institute-Covington,160320,2499
24003,38366,Saint Joseph Seminary College,160409,107
18865,20975,LaSalle Tech,160472,106
28291,32189,Fletcher Technical Community College,160481,2047
26884,31349,Remington College-Lafayette Campus,160524,270
32044,32303,SOWELA Technical Community College,160579,3268
18109,23853,Stevensons Academy of Hair Design,160597,161
37124,46482,Southeastern Louisiana University,160612,13465
33033,43371,Southern University and A & M College,160621,7320
29148,34042,Southern University at New Orleans,160630,1950
22990,33099,Southern University at Shreveport,160649,3154
42668,47089,University of Louisiana at Lafayette,160658,15219
27306,29734,Northshore Technical Community College,160667,5074
50220,63268,Tulane University of Louisiana,160755,13407
40643,52184,Xavier University of Louisiana,160904,3419
0,40264,College of the Atlantic,160959,380
59202,69498,Bates College,160977,1790
40158,35639,Beal University,160995,400
61692,82735,Bowdoin College,161004,1915
0,79840,Maine College of Health Professions,161022,237
31977,42448,Central Maine Community College,161077,3376
60052,80490,Colby College,161086,2299
40444,41704,Eastern Maine Community College,161138,2376
44404,36035,Kennebec Valley Community College,161192,2119
0,65849,The Landing School,161208,46
36467,40342,University of Maine at Augusta,161217,4446
31513,44433,University of Maine at Farmington,161226,1837
61217,51077,University of Maine at Fort Kent,161235,1210
43124,48653,University of Maine,161253,12231
93944,89964,Maine Maritime Academy,161299,897
33793,40956,University of Maine at Presque Isle,161341,1847
48957,55921,University of New England,161457,6434
34802,43348,Northern Maine Community College,161484,783
19338,23925,Empire Beauty School-Maine,161493,155
24333,40778,Maine College of Art & Design,161509,436
52884,59045,Saint Joseph's College of Maine,161518,1478
24126,27803,Spa Tech Institute-Westbrook,161527,248
36780,41661,Southern Maine Community College,161545,6007
47107,49958,University of Southern Maine,161554,7583
40495,44991,Thomas College,161563,1737
31698,37852,Unity Environmental University,161572,4281
0,34407,Washington County Community College,161581,505
33534,38476,Allegany College of Maryland,161688,2578
38890,46219,Anne Arundel Community College,161767,10192
16898,18172,Award Beauty School,161800,147
17672,20080,Baltimore Studio of Hair Design,161855,43
27972,36025,Baltimore City Community College,161864,3538
48197,61335,University of Baltimore,161873,3288
43877,54537,Bowie State University,162007,6275
76545,85035,Capitol Technology University,162061,823
39837,43952,Cecil College,162104,1823
37269,44435,College of Southern Maryland,162122,4868
35022,36301,Chesapeake College,162168,1794
40114,64249,Washington Adventist University,162210,671
42243,46490,Coppin State University,162283,2006
18809,25426,Del-Mar-Va Beauty Academy,162335,54
43206,39756,North American Trade Schools,162371,612
38093,46449,Frederick Community College,162557,5811
43638,55493,Frostburg State University,162584,4068
28920,35823,Garrett College,162609,579
40563,53023,Goucher College,162654,1727
35634,41615,Hagerstown Community College,162690,3504
36741,44608,Harford Community College,162706,4591
48415,57089,Hood College,162760,2056
39195,49020,Howard Community College,162779,8177
24894,21250,Aveda Institute-Maryland,162830,94
86306,87555,Johns Hopkins University,162928,31275
36485,38683,Lincoln College of Technology-Columbia,163028,947
64453,82652,Loyola University Maryland,163046,5238
58051,65287,University of Maryland Global Campus,163204,55838
82754,88174,University of Maryland Baltimore,163259,6931
55137,69960,University of Maryland-Baltimore County,163268,13991
67785,82860,University of Maryland-College Park,163286,40792
33451,45212,Maryland Institute College of Art,163295,1952
34624,47697,University of Maryland Eastern Shore,163338,2518
33189,36368,Fortis Institute-Towson,163347,382
15277,18726,Montgomery Beauty School,163408,83
38251,50159,Montgomery College,163426,17137
40065,50698,Morgan State University,163453,9101
48915,64072,Mount St. Mary's University,163462,2456
0,66330,Ner Israel Rabbinical College,163532,422
20702,20953,Hair Academy,163541,265
63918,65344,Notre Dame of Maryland University,163578,1733
37482,47548,Prince George's Community College,163657,10244
21104,20445,Maryland Beauty Academy of Essex,163815,41
51926,61515,Salisbury University,163851,7123
52286,60110,St. Mary's College of Maryland,163912,1520
34483,51584,St. John's College,163976,541
54302,64390,Towson University,164076,19793
0,0,Maryland University of Integrative Health,164085,701
0,0,United States Naval Academy,164155,4450
54574,62079,Stevenson University,164173,3483
48763,65518,Washington College,164216,955
47879,60663,McDaniel College,164270,3000
32939,36748,Wor-Wic Community College,164313,2438
0,0,Hult International Business School,164368,2176
41451,53124,American International College,164447,2010
62537,77644,Amherst College,164465,1898
63110,46651,Anna Maria College,164492,1436
0,0,Assabet Valley Regional Technical School,164535,54
46029,74895,Assumption University,164562,2059
91354,123938,Babson College,164580,3989
0,0,Bancroft School of Massage Therapy,164599,26
0,34159,Boston Baptist College,164614,43
51548,55383,Bay Path University,164632,2465
86679,120959,Bentley University,164739,5165
26462,33647,Berklee College of Music,164748,8282
36584,38832,Berkshire Community College,164775,1367
58619,62123,Boston Architectural College,164872,747
0,0,Boston Graduate School of Psychoanalysis Inc,164915,155
85717,103937,Boston College,164924,15287
65655,83238,Boston University,164988,36714
52967,77231,Brandeis University,165015,5581
46673,57466,Bridgewater State University,165024,9604
35555,38663,Bristol Community College,165033,5822
0,88084,Signature Healthcare Brockton Hospital School of Nursing,165060,150
39847,47618,Bunker Hill Community College,165112,8365
49215,45998,Cambridge College,165167,2135
39296,43670,Cape Cod Community College,165194,2336
22607,0,Catherine Hinds Institute of Esthetics,165255,186
64815,62200,Laboure College of Healthcare,165264,983
49022,62381,Clark University,165334,3770
0,0,Conway School of Landscape Design,165495,18
46746,54400,Curry College,165529,2052
30046,38109,Dean College,165574,1189
0,0,Diman Regional Technical Institute,165608,44
60455,59009,National Aviation Academy of New England,165635,202
43488,54727,Eastern Nazarene College,165644,535
42799,62832,Emerson College,165662,5891
50180,68245,Emmanuel College,165671,2012
57286,58336,Endicott College,165699,4006
0,32113,Rob Roy Academy-Fall River,165750,32
44366,49669,Fisher College,165802,1421
41999,53874,Fitchburg State University,165820,6554
46611,52349,Framingham State University,165866,4111
50583,57556,Benjamin Franklin Cummings Institute of Technology,165884,513
45839,52119,Gordon College,165936,1628
0,0,Gordon-Conwell Theological Seminary,165945,1334
27778,37132,Greenfield Community College,165981,1419
22195,46938,Hampshire College,166018,508
99572,101817,Harvard University,166027,30631
0,0,Hebrew College,166045,212
30988,51724,Hellenic College-Holy Cross Greek Orthodox School of Theology,166054,131
69984,90543,College of the Holy Cross,166124,3083
32437,37277,Holyoke Community College,166133,3550
45468,49705,Lasell University,166391,1591
86327,101466,Lawrence Memorial Hospital School of Nursing,166407,225
40150,51173,Lesley University,166452,3406
31072,46543,Longy School of Music of Bard College,166489,315
44170,0,Lowell Academy Hairstyling Institute,166498,65
61467,64874,University of Massachusetts-Lowell,166513,17153
60347,71631,University of Massachusetts-Amherst,166629,32229
53521,65865,University of Massachusetts-Boston,166638,15586
37504,52654,Massachusetts Bay Community College,166647,3497
77171,125557,MCPHS University,166656,6824
27090,43582,Massachusetts College of Art and Design,166674,1939
131633,143372,Massachusetts Institute of Technology,166683,11858
80424,82392,Massachusetts Maritime Academy,166692,1425
0,0,University of Massachusetts Chan Medical School,166708,1352
0,0,William James College,166717,897
0,0,Massachusetts School of Barbering,166805,54
38606,46111,Massasoit Community College,166823,4810
54316,75584,Merrimack College,166850,5505
93187,87130,MGH Institute of Health Professions,166869,1353
40318,50651,Middlesex Community College,166887,7770
24780,33022,Montserrat College of Art,166911,296
48590,58418,Mount Holyoke College,166939,2392
37314,41118,Mount Wachusett Community College,166957,2868
0,0,Rob Roy Academy-New Bedford,167039,6
18830,34483,The New England Conservatory of Music,167057,796
0,0,New England College of Optometry,167093,536
0,0,New England Law-Boston,167215,1060
47830,58063,Nichols College,167260,1403
36803,48102,Massachusetts College of Liberal Arts,167288,938
47319,43993,North Bennet Street School,167297,152
40373,45391,North Shore Community College,167312,4391
78413,92538,Northeastern University,167358,30013
36235,42862,Northern Essex Community College,167376,4339
54087,51540,College of Our Lady of the Elms,167394,1275
0,0,Pope St John XXIII National Seminary,167464,47
43642,52506,Quincy College,167525,2602
38351,45949,Quinsigamond Community College,167534,6481
56223,52873,Regis College,167598,3230
40823,38773,Roxbury Community College,167631,1214
0,0,Saint John's Seminary,167677,103
48209,56662,Salem State University,167729,6539
61420,63494,Simmons University,167783,5710
31072,46543,Bard College at Simon's Rock,167792,298
45731,64027,Smith College,167835,2873
0,0,Southeastern Technical Institute,167871,128
43692,48036,Springfield College,167899,2921
35824,36966,Springfield Technical Community College,167905,3945
51475,68804,University of Massachusetts-Dartmouth,167987,7457
63285,77745,Stonehill College,167996,2543
55856,67506,Suffolk University,168005,6734
0,0,Rob Roy Academy-Taunton,168032,5
68337,83214,Tufts University,168148,13431
65961,84803,Wellesley College,168218,2447
71868,82721,Wentworth Institute of Technology,168227,3920
51771,73157,Western New England University,168254,3430
46861,57346,Westfield State University,168263,4702
51607,67725,Wheaton College (Massachusetts),168281,1667
71754,88665,Williams College,168342,2222
85038,103470,Worcester Polytechnic Institute,168421,7308
50233,60624,Worcester State University,168430,5311
42805,55504,Adrian College,168528,1821
48203,58799,Albion College,168546,1456
0,17793,Hillsdale Beauty College,168555,31
33480,41237,Northwestern Technological Institute,168573,731
45720,54742,Alma College,168591,1260
35275,36442,Alpena Community College,168607,1536
43254,53187,Andrews University,168740,2858
40161,49584,Aquinas College,168786,1265
33619,35833,Baker College,168847,4106
33829,35090,Bay de Noc Community College,168883,1969
15559,24471,Bayshire Academy of Beauty Craft Inc,168892,116
48039,58375,Calvin University,169080,3231
0,0,Calvin Theological Seminary,169099,239
36364,38244,Carnegie Institute,169187,104
0,0,Michigan School of Psychology,169220,178
46567,55874,Central Michigan University,169248,14557
27146,32538,Mott Community College,169275,6056
18493,22377,Empire Beauty School-Michigan,169284,263
55077,54186,Cleary University,169327,891
49761,56075,Concordia University Ann Arbor,169363,1203
0,0,Cranbrook Academy of Art,169424,129
33691,44860,College for Creative Studies,169442,1517
47041,45099,Davenport University,169479,5073
21182,22973,David Pressley School of Cosmetology,169503,277
31651,37781,Delta College,169521,7056
44270,26702,Detroit Business Institute-Downriver,169576,108
49665,62575,MIAT College of Technology,169655,1303
64534,71030,University of Detroit Mercy,169716,5360
21514,29392,Dorsey College,169761,480
43148,51793,Eastern Michigan University,169798,14018
0,0,Creative Hair School of Cosmetology,169813,58
47339,54735,Ferris State University,169910,10072
35385,37540,Glen Oaks Community College,169974,1069
80275,94823,Kettering University,169983,1769
32998,40950,Gogebic Community College,169992,837
31450,41663,Grace Christian University,170000,1031
42598,47314,Cornerstone University,170037,1781
35623,38377,Grand Rapids Community College,170055,11803
47840,56118,Grand Valley State University,170082,21648
28240,31053,Great Lakes Christian College,170091,133
28100,34795,Henry Ford College,170240,11204
0,0,Hillsdale College,170286,1678
49727,58427,Hope College,170301,3251
31956,36898,Jackson College,170444,4244
46137,65590,Kalamazoo College,170532,1210
33553,38618,Kalamazoo Valley Community College,170541,6358
34047,38329,Kellogg Community College,170550,3427
31761,35831,Kirtland Community College,170587,1403
21810,22766,Michigan College of Beauty-Monroe,170611,107
30846,34466,Lake Michigan College,170620,2543
42767,49045,Lake Superior State University,170639,1655
35174,39206,Lansing Community College,170657,9573
58827,69151,Lawrence Technological University,170675,2966
16906,20720,M J Murphy Beauty College of Mount Pleasant,170736,52
33875,41596,Macomb Community College,170790,15946
49871,59058,Madonna University,170806,2109
40813,48707,Rochester University,170967,1167
73762,83648,University of Michigan-Ann Arbor,170976,51225
14810,25106,The Michigan Barber School,171012,134
55084,67253,Michigan State University,171100,50023
69672,78198,Michigan Technological University,171128,7063
50389,59649,University of Michigan-Dearborn,171137,8223
45453,53230,University of Michigan-Flint,171146,5985
32868,37319,Mid Michigan College,171155,3382
36394,41646,Monroe County Community College,171225,2398
32490,35499,Montcalm Community College,171234,1603
31662,36549,Muskegon Community College,171304,3446
31314,36594,North Central Michigan College,171395,1560
37996,47107,Northern Michigan University,171456,6970
34918,38167,Northwestern Michigan College,171483,3098
54058,63075,Northwood University,171492,2246
29877,37395,Oakland Community College,171535,13430
49017,58612,Oakland University,171571,16108
42637,47907,The University of Olivet,171599,919
18314,22980,Port Huron Cosmetology College,171775,46
33956,41066,Kuyper College,171881,82
27583,30072,Ross Medical Education Center-Lansing,171988,82
27138,30481,Ross Medical Education Center-Warren,171997,130
26485,30060,Ross Medical Education Center-Flint,172015,76
0,49295,Sacred Heart Major Seminary,172033,338
43530,51955,Saginaw Valley State University,172051,7147
34749,42722,Schoolcraft Community College District,172200,7650
49913,57529,Siena Heights University,172264,1857
33990,40177,St Clair County Community College,172291,3192
33204,37303,Southwestern Michigan College,172307,1807
45592,51732,Spring Arbor University,172334,2396
29458,29376,Michigan Career and Technical Institute,172422,109
0,63450,Thomas M Cooley Law School,172477,564
22381,23043,Twin City Beauty College,172495,248
64114,72081,Walsh College,172608,1218
33799,39449,Washtenaw Community College,172617,10687
21336,29079,Wayne County Community College District,172635,12219
45207,53493,Wayne State University,172644,23630
34841,36115,West Shore Community College,172671,992
24062,0,Paul Mitchell the School-Grand Rapids,172680,110
45356,53562,Western Michigan University,172699,17000
0,0,Western Theological Seminary,172705,433
45418,48300,Academy College,172866,105
46061,49393,Alexandria Technical & Community College,172918,2865
45073,47746,Anoka Technical College,172954,1580
42217,48342,Anoka-Ramsey Community College,172963,7902
48616,58829,Augsburg University,173045,3088
41043,45247,Riverland Community College,173063,3175
41389,42930,Northwest Technical College,173115,721
47469,53755,Bemidji State University,173124,4023
40652,46110,Bethany Lutheran College,173142,830
55145,63764,Bethel University,173160,3546
39389,42162,Central Lakes College-Brainerd,173203,4633
53989,75525,Carleton College,173258,2058
48225,59317,Concordia College at Moorhead,173300,1903
50646,59871,Concordia University-Saint Paul,173328,5544
46398,51938,Dakota County Technical College,173416,2717
40760,47491,Martin Luther College,173452,880
40681,46449,Lake Superior College,173461,3849
41829,45591,Minnesota State Community and Technical College,173559,5282
39894,45285,Minnesota West Community and Technical College,173638,3352
51546,65607,Gustavus Adolphus College,173647,2072
47139,61106,Hamline University,173665,2638
0,0,Hazelden Betty Ford Graduate School,173683,155
46905,49460,Hennepin Technical College,173708,3974
38107,45570,Minnesota North College,173735,3044
32552,34659,Aveda Arts & Sciences Institute Minneapolis,173744,508
43586,49898,Inver Hills Community College,173799,3459
0,0,Luther Seminary,173896,410
46244,63878,Macalester College,173902,2175
40637,45068,South Central College,173911,2602
50098,56922,Minnesota State University-Mankato,173920,14590
74758,79652,Mayo Clinic College of Medicine and Science,173957,1237
54828,64705,Metropolitan State University,174020,6294
57984,69020,University of Minnesota-Twin Cities,174066,54955
51905,58056,University of Minnesota-Crookston,174075,2303
35198,40873,Minneapolis College of Art and Design,174127,821
32872,40086,Minneapolis Community and Technical College,174136,6030
35295,36909,Herzing University-Minneapolis,174154,815
28139,31961,Nova Academy of Cosmetology Woodbury,174190,150
52840,62616,University of Minnesota-Duluth,174233,9675
43163,50919,University of Minnesota-Morris,174251,1068
29411,25410,Model College of Hair Design,174321,115
45873,50527,Minnesota State University Moorhead,174358,4682
